City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,17619,185,15411,2020-10-20
TULSA,13669,131,12108,2020-10-20
NORMAN,4039,43,3522,2020-10-20
BROKEN ARROW,3892,40,3387,2020-10-20
EDMOND,3701,25,3085,2020-10-20
OTHER***,2443,16,2066,2020-10-20
STILLWATER,2222,7,2063,2020-10-20
ENID,2082,25,1741,2020-10-20
YUKON,1691,7,1403,2020-10-20
LAWTON,1384,14,1156,2020-10-20
MOORE,1374,15,1167,2020-10-20
GUYMON,1373,10,1299,2020-10-20
CLAREMORE,1334,49,1138,2020-10-20
SHAWNEE,1112,11,919,2020-10-20
OWASSO,1100,3,943,2020-10-20
MUSKOGEE,1007,21,812,2020-10-20
BARTLESVILLE,1004,38,857,2020-10-20
TAHLEQUAH,981,4,834,2020-10-20
JENKS,931,6,853,2020-10-20
ALTUS,919,11,793,2020-10-20
MCALESTER,915,18,753,2020-10-20
FORT SUPPLY,888,2,867,2020-10-20
DURANT,862,8,697,2020-10-20
BIXBY,834,5,724,2020-10-20
TAFT,746,2,734,2020-10-20
CHICKASHA,745,10,657,2020-10-20
EL RENO,733,8,472,2020-10-20
MIAMI,693,6,604,2020-10-20
SAPULPA,665,13,565,2020-10-20
PONCA CITY,627,13,561,2020-10-20
ARDMORE,620,7,517,2020-10-20
SAND SPRINGS,614,5,541,2020-10-20
BROKEN BOW,602,22,526,2020-10-20
MUSTANG,581,4,491,2020-10-20
ADA,547,1,424,2020-10-20
CHOCTAW,520,4,439,2020-10-20
BETHANY,519,6,449,2020-10-20
VINITA,515,1,465,2020-10-20
BLANCHARD,505,1,396,2020-10-20
STILWELL,497,9,375,2020-10-20
LEXINGTON,495,5,383,2020-10-20
IDABEL,494,8,431,2020-10-20
HOMINY,494,2,467,2020-10-20
GLENPOOL,485,5,417,2020-10-20
CLINTON,485,0,419,2020-10-20
SALLISAW,458,4,365,2020-10-20
POTEAU,446,5,360,2020-10-20
GROVE,443,19,355,2020-10-20
ELK CITY,438,5,366,2020-10-20
OKMULGEE,436,5,352,2020-10-20
GUTHRIE,430,0,346,2020-10-20
COLLINSVILLE,430,1,374,2020-10-20
WEATHERFORD,422,3,371,2020-10-20
DUNCAN,420,4,316,2020-10-20
ANADARKO,419,7,359,2020-10-20
SKIATOOK,403,8,348,2020-10-20
MCLOUD,391,1,360,2020-10-20
COWETA,390,14,342,2020-10-20
SEMINOLE,380,4,297,2020-10-20
SAYRE,373,5,262,2020-10-20
PURCELL,350,4,293,2020-10-20
ATOKA,342,0,294,2020-10-20
HENRYETTA,335,3,260,2020-10-20
NEWCASTLE,335,3,277,2020-10-20
TUTTLE,297,5,255,2020-10-20
PRYOR CREEK,290,4,237,2020-10-20
WAGONER,287,6,239,2020-10-20
HUGO,282,2,248,2020-10-20
JAY,276,1,213,2020-10-20
TECUMSEH,275,0,234,2020-10-20
MULDROW,273,3,238,2020-10-20
NOBLE,273,3,230,2020-10-20
CUSHING,264,2,225,2020-10-20
HOLDENVILLE,255,3,210,2020-10-20
PIEDMONT,255,2,219,2020-10-20
HEAVENER,254,7,230,2020-10-20
WOODWARD,239,2,205,2020-10-20
SPIRO,229,1,211,2020-10-20
HARRAH,229,1,186,2020-10-20
CHECOTAH,225,3,180,2020-10-20
BRISTOW,224,9,191,2020-10-20
WEWOKA,214,1,180,2020-10-20
EUFAULA,214,6,169,2020-10-20
PAULS VALLEY,212,2,171,2020-10-20
STIGLER,209,4,176,2020-10-20
MIDWEST CITY,206,8,174,2020-10-20
LOCUST GROVE,201,0,147,2020-10-20
WARR ACRES,198,0,179,2020-10-20
HINTON,196,0,177,2020-10-20
KINGFISHER,187,0,158,2020-10-20
HENNESSEY,186,2,170,2020-10-20
FORT GIBSON,177,4,141,2020-10-20
CHANDLER,175,9,141,2020-10-20
SULPHUR,175,2,142,2020-10-20
CALERA,173,1,142,2020-10-20
VIAN,171,3,139,2020-10-20
SPENCER,169,2,142,2020-10-20
MARIETTA,169,0,151,2020-10-20
MADILL,164,1,128,2020-10-20
CHELSEA,157,1,127,2020-10-20
AFTON,152,1,134,2020-10-20
SALINA,152,1,116,2020-10-20
CATOOSA,152,2,136,2020-10-20
CLEVELAND,150,3,139,2020-10-20
TISHOMINGO,146,3,119,2020-10-20
DEL CITY,144,0,121,2020-10-20
MOUNDS,144,3,125,2020-10-20
INOLA,144,3,120,2020-10-20
ANTLERS,143,4,111,2020-10-20
NOWATA,142,3,100,2020-10-20
MEEKER,141,4,98,2020-10-20
SPERRY,137,2,121,2020-10-20
ROLAND,137,0,117,2020-10-20
MANNFORD,135,4,117,2020-10-20
ALVA,130,0,107,2020-10-20
POCOLA,126,3,110,2020-10-20
LINDSAY,125,2,102,2020-10-20
HOOKER,125,0,116,2020-10-20
WESTVILLE,123,2,109,2020-10-20
VALLIANT,121,3,94,2020-10-20
PERKINS,118,1,98,2020-10-20
JONES,117,2,98,2020-10-20
TALIHINA,117,3,90,2020-10-20
DEWEY,117,1,102,2020-10-20
PAWHUSKA,116,0,85,2020-10-20
NICHOLS HILLS,115,0,106,2020-10-20
HASKELL,114,1,101,2020-10-20
MORRIS,114,0,91,2020-10-20
WISTER,114,1,99,2020-10-20
CHOUTEAU,114,6,100,2020-10-20
OOLOGAH,113,0,97,2020-10-20
WASHINGTON,112,0,87,2020-10-20
MANGUM,112,8,88,2020-10-20
PRAGUE,111,0,99,2020-10-20
OKEMAH,111,3,83,2020-10-20
FREDERICK,109,3,98,2020-10-20
HOWE,109,0,97,2020-10-20
COMMERCE,107,1,97,2020-10-20
BEGGS,106,0,86,2020-10-20
HULBERT,104,2,92,2020-10-20
WRIGHT CITY,101,0,83,2020-10-20
WYANDOTTE,100,1,87,2020-10-20
MARLOW,99,1,81,2020-10-20
PAWNEE,98,1,81,2020-10-20
COMANCHE,96,2,76,2020-10-20
STROUD,95,0,66,2020-10-20
GORE,92,3,80,2020-10-20
WILBURTON,90,1,74,2020-10-20
BOLEY,90,2,35,2020-10-20
KINGSTON,89,1,76,2020-10-20
HAWORTH,89,2,70,2020-10-20
COLCORD,88,1,69,2020-10-20
KANSAS,87,3,75,2020-10-20
ELGIN,83,1,65,2020-10-20
HOBART,82,1,58,2020-10-20
APACHE,82,2,58,2020-10-20
FAIRVIEW,82,0,56,2020-10-20
DAVIS,81,0,66,2020-10-20
TEXHOMA,80,0,76,2020-10-20
CARNEGIE,78,2,52,2020-10-20
BARNSDALL,77,2,65,2020-10-20
FAIRLAND,77,0,65,2020-10-20
LUTHER,76,2,65,2020-10-20
WYNNEWOOD,75,1,57,2020-10-20
KEOTA,75,0,71,2020-10-20
KELLYVILLE,74,2,65,2020-10-20
GOODWELL,72,0,68,2020-10-20
MEAD,71,1,58,2020-10-20
