City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,12456,151,10953,2020-09-14
TULSA,10290,102,9147,2020-09-14
BROKEN ARROW,2801,30,2433,2020-09-14
NORMAN,2672,35,1998,2020-09-14
EDMOND,2179,21,1870,2020-09-14
OTHER***,1683,13,1384,2020-09-14
STILLWATER,1498,3,1045,2020-09-14
ENID,1255,17,939,2020-09-14
GUYMON,1044,8,950,2020-09-14
CLAREMORE,949,43,767,2020-09-14
YUKON,879,6,788,2020-09-14
MOORE,858,13,752,2020-09-14
LAWTON,826,11,732,2020-09-14
BARTLESVILLE,760,37,644,2020-09-14
TAFT,744,2,673,2020-09-14
JENKS,724,2,667,2020-09-14
OWASSO,722,2,619,2020-09-14
TAHLEQUAH,653,3,489,2020-09-14
MCALESTER,623,17,425,2020-09-14
ALTUS,590,9,524,2020-09-14
MUSKOGEE,579,12,437,2020-09-14
SHAWNEE,574,8,451,2020-09-14
BIXBY,573,4,498,2020-09-14
BROKEN BOW,477,22,392,2020-09-14
DURANT,464,1,383,2020-09-14
SAPULPA,432,10,361,2020-09-14
MIAMI,427,3,313,2020-09-14
SAND SPRINGS,400,4,332,2020-09-14
ARDMORE,392,6,340,2020-09-14
IDABEL,379,5,330,2020-09-14
CHICKASHA,367,4,254,2020-09-14
LEXINGTON,362,4,317,2020-09-14
STILWELL,353,8,254,2020-09-14
BETHANY,350,4,297,2020-09-14
GLENPOOL,350,4,307,2020-09-14
EL RENO,336,4,268,2020-09-14
PONCA CITY,336,10,251,2020-09-14
VINITA,322,1,91,2020-09-14
MCLOUD,299,1,271,2020-09-14
COWETA,294,13,257,2020-09-14
ANADARKO,290,5,248,2020-09-14
MUSTANG,288,2,257,2020-09-14
OKMULGEE,288,3,232,2020-09-14
SKIATOOK,282,8,248,2020-09-14
COLLINSVILLE,281,1,244,2020-09-14
CHOCTAW,266,3,215,2020-09-14
SALLISAW,264,2,210,2020-09-14
GROVE,263,17,212,2020-09-14
PURCELL,246,3,211,2020-09-14
ADA,239,1,196,2020-09-14
BLANCHARD,234,1,190,2020-09-14
CLINTON,221,0,196,2020-09-14
HENRYETTA,219,2,189,2020-09-14
DUNCAN,213,3,160,2020-09-14
WAGONER,210,5,178,2020-09-14
HUGO,206,2,182,2020-09-14
ATOKA,204,0,125,2020-09-14
POTEAU,198,2,161,2020-09-14
HEAVENER,193,6,162,2020-09-14
HOMINY,186,2,170,2020-09-14
NOBLE,183,2,146,2020-09-14
HOLDENVILLE,182,3,148,2020-09-14
CUSHING,182,2,154,2020-09-14
GUTHRIE,176,0,150,2020-09-14
MULDROW,172,3,142,2020-09-14
TUTTLE,167,2,138,2020-09-14
SEMINOLE,163,3,129,2020-09-14
MIDWEST CITY,161,4,122,2020-09-14
NEWCASTLE,161,3,136,2020-09-14
BRISTOW,156,6,133,2020-09-14
WARR ACRES,154,0,140,2020-09-14
WEWOKA,153,1,133,2020-09-14
PRYOR CREEK,150,4,130,2020-09-14
SPIRO,142,1,122,2020-09-14
EUFAULA,140,2,112,2020-09-14
HENNESSEY,139,2,126,2020-09-14
WEATHERFORD,132,0,105,2020-09-14
STIGLER,131,3,100,2020-09-14
PAULS VALLEY,130,1,116,2020-09-14
HINTON,129,0,123,2020-09-14
CHECOTAH,127,2,110,2020-09-14
JAY,126,1,115,2020-09-14
CLEVELAND,125,3,115,2020-09-14
TECUMSEH,123,0,88,2020-09-14
VIAN,123,3,94,2020-09-14
PIEDMONT,118,1,102,2020-09-14
CATOOSA,113,0,99,2020-09-14
ELK CITY,109,1,78,2020-09-14
CHANDLER,109,8,87,2020-09-14
KINGFISHER,108,0,91,2020-09-14
SPENCER,108,1,95,2020-09-14
WOODWARD,108,0,71,2020-09-14
LOCUST GROVE,106,0,86,2020-09-14
AFTON,105,0,94,2020-09-14
HOOKER,105,0,101,2020-09-14
MADILL,103,1,89,2020-09-14
DEL CITY,98,0,80,2020-09-14
FORT GIBSON,96,4,73,2020-09-14
SPERRY,96,2,79,2020-09-14
MOUNDS,94,3,80,2020-09-14
HARRAH,94,0,78,2020-09-14
CALERA,91,1,77,2020-09-14
INOLA,91,3,70,2020-09-14
NICHOLS HILLS,89,0,68,2020-09-14
MANNFORD,87,3,67,2020-09-14
MARIETTA,87,0,75,2020-09-14
CHELSEA,86,0,75,2020-09-14
WESTVILLE,85,2,77,2020-09-14
HASKELL,85,1,74,2020-09-14
MANGUM,85,8,72,2020-09-14
SALINA,81,1,64,2020-09-14
WRIGHT CITY,80,0,61,2020-09-14
ROLAND,80,0,71,2020-09-14
DEWEY,80,1,76,2020-09-14
CHOUTEAU,79,5,59,2020-09-14
NOWATA,79,2,64,2020-09-14
TALIHINA,77,3,66,2020-09-14
COMMERCE,76,0,60,2020-09-14
WYANDOTTE,74,1,60,2020-09-14
LINDSAY,74,2,64,2020-09-14
JONES,74,2,56,2020-09-14
VALLIANT,73,1,57,2020-09-14
PERKINS,71,1,59,2020-09-14
TEXHOMA,69,0,60,2020-09-14
HULBERT,68,2,48,2020-09-14
POCOLA,67,3,58,2020-09-14
MORRIS,66,0,58,2020-09-14
PRAGUE,66,0,59,2020-09-14
SULPHUR,64,1,55,2020-09-14
OKEMAH,64,2,50,2020-09-14
WASHINGTON,63,0,53,2020-09-14
TISHOMINGO,63,2,51,2020-09-14
BEGGS,63,0,50,2020-09-14
PAWNEE,63,0,60,2020-09-14
ANTLERS,62,1,56,2020-09-14
SAYRE,61,0,43,2020-09-14
WISTER,60,0,42,2020-09-14
COLCORD,60,1,52,2020-09-14
FREDERICK,59,1,54,2020-09-14
WILBURTON,58,1,53,2020-09-14
HAWORTH,58,2,49,2020-09-14
KELLYVILLE,57,2,53,2020-09-14
OOLOGAH,56,0,51,2020-09-14
HARTSHORNE,55,0,53,2020-09-14
COMANCHE,55,1,36,2020-09-14
GOODWELL,54,0,39,2020-09-14
PERRY,54,0,42,2020-09-14
KANSAS,53,2,39,2020-09-14
STROUD,53,0,46,2020-09-14
GORE,52,1,27,2020-09-14
KINGSTON,52,0,41,2020-09-14
BINGER,48,9,37,2020-09-14
WATONGA,47,0,37,2020-09-14
WALTERS,47,0,22,2020-09-14
LUTHER,46,0,33,2020-09-14
PAWHUSKA,46,0,42,2020-09-14
COALGATE,46,0,42,2020-09-14
WETUMKA,45,0,39,2020-09-14
CADDO,44,0,35,2020-09-14
FAIRLAND,43,0,41,2020-09-14
MARLOW,42,0,38,2020-09-14
HOWE,42,0,35,2020-09-14
MEAD,41,1,34,2020-09-14
KIEFER,41,0,36,2020-09-14
HOLLIS,41,0,35,2020-09-14
BLACKWELL,41,1,33,2020-09-14
APACHE,40,1,30,2020-09-14
QUAPAW,40,0,28,2020-09-14
CACHE,40,0,34,2020-09-14
ELGIN,39,0,35,2020-09-14
MEEKER,39,0,33,2020-09-14
PORTER,39,0,32,2020-09-14
BOKOSHE,38,0,34,2020-09-14
DAVIS,38,0,33,2020-09-14
CRESCENT,38,0,36,2020-09-14
WATTS,37,0,30,2020-09-14
OKARCHE,37,0,34,2020-09-14
RED ROCK,37,1,30,2020-09-14
KEOTA,37,0,27,2020-09-14
DRUMRIGHT,36,0,34,2020-09-14
QUINTON,36,0,30,2020-09-14
KONAWA,36,1,28,2020-09-14
COLBERT,36,0,35,2020-09-14
NEWKIRK,35,1,13,2020-09-14
