City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,13468,150,11582,2020-09-20
TULSA,10757,108,9795,2020-09-20
NORMAN,3001,35,2481,2020-09-20
BROKEN ARROW,2953,32,2639,2020-09-20
EDMOND,2400,22,2046,2020-09-20
OTHER***,1794,14,1494,2020-09-20
STILLWATER,1708,4,1340,2020-09-20
ENID,1396,18,1096,2020-09-20
GUYMON,1120,8,1011,2020-09-20
CLAREMORE,1020,44,823,2020-09-20
YUKON,956,6,848,2020-09-20
MOORE,945,13,798,2020-09-20
LAWTON,889,11,768,2020-09-20
BARTLESVILLE,787,37,708,2020-09-20
OWASSO,781,2,684,2020-09-20
JENKS,759,3,706,2020-09-20
TAFT,744,2,692,2020-09-20
TAHLEQUAH,734,3,557,2020-09-20
SHAWNEE,650,8,510,2020-09-20
MCALESTER,646,17,457,2020-09-20
MUSKOGEE,642,14,482,2020-09-20
ALTUS,624,10,578,2020-09-20
BIXBY,610,4,540,2020-09-20
DURANT,519,1,420,2020-09-20
BROKEN BOW,505,22,425,2020-09-20
SAPULPA,466,10,391,2020-09-20
CHICKASHA,465,5,298,2020-09-20
MIAMI,460,3,392,2020-09-20
VINITA,432,1,116,2020-09-20
SAND SPRINGS,432,5,368,2020-09-20
FORT SUPPLY,430,0,10,2020-09-20
ARDMORE,426,6,364,2020-09-20
STILWELL,391,8,282,2020-09-20
IDABEL,390,5,347,2020-09-20
PONCA CITY,385,10,291,2020-09-20
EL RENO,379,7,296,2020-09-20
BETHANY,375,5,316,2020-09-20
LEXINGTON,372,4,324,2020-09-20
GLENPOOL,369,4,333,2020-09-20
MUSTANG,339,2,275,2020-09-20
MCLOUD,312,1,288,2020-09-20
COWETA,312,13,274,2020-09-20
ANADARKO,312,5,265,2020-09-20
COLLINSVILLE,307,1,262,2020-09-20
OKMULGEE,305,3,263,2020-09-20
SKIATOOK,305,8,268,2020-09-20
SALLISAW,302,4,237,2020-09-20
CHOCTAW,300,3,237,2020-09-20
GROVE,282,17,236,2020-09-20
ADA,282,1,217,2020-09-20
BLANCHARD,277,1,208,2020-09-20
CLINTON,270,0,212,2020-09-20
PURCELL,261,3,226,2020-09-20
DUNCAN,250,3,182,2020-09-20
HENRYETTA,230,2,196,2020-09-20
ATOKA,225,0,146,2020-09-20
HUGO,223,2,191,2020-09-20
WAGONER,221,5,187,2020-09-20
POTEAU,221,3,178,2020-09-20
HEAVENER,205,6,173,2020-09-20
HOMINY,202,2,183,2020-09-20
NOBLE,200,2,168,2020-09-20
ELK CITY,198,1,93,2020-09-20
CUSHING,196,2,170,2020-09-20
