City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,26629,224,21043,2020-11-21
TULSA,18514,173,15882,2020-11-21
EDMOND,6316,34,4904,2020-11-21
NORMAN,5911,68,4945,2020-11-21
BROKEN ARROW,5898,54,4680,2020-11-21
OTHER***,3690,24,3044,2020-11-21
YUKON,3093,10,2443,2020-11-21
STILLWATER,3036,8,2621,2020-11-21
ENID,3001,33,2478,2020-11-21
LAWTON,2688,24,2089,2020-11-21
MOORE,2231,18,1774,2020-11-21
CLAREMORE,2224,53,1673,2020-11-21
SHAWNEE,1838,19,1518,2020-11-21
OWASSO,1797,6,1452,2020-11-21
MUSKOGEE,1702,23,1287,2020-11-21
GUYMON,1700,11,1561,2020-11-21
DURANT,1526,10,1197,2020-11-21
TAHLEQUAH,1470,5,1137,2020-11-21
BARTLESVILLE,1460,39,1233,2020-11-21
ALTUS,1412,24,1173,2020-11-21
ADA,1359,7,996,2020-11-21
TAFT,1284,2,763,2020-11-21
BIXBY,1262,8,1045,2020-11-21
MCALESTER,1258,19,1076,2020-11-21
JENKS,1235,9,1044,2020-11-21
EL RENO,1230,9,1033,2020-11-21
SAND SPRINGS,1098,11,821,2020-11-21
ARDMORE,1092,10,870,2020-11-21
PONCA CITY,1083,13,834,2020-11-21
SAPULPA,1074,18,860,2020-11-21
CHICKASHA,1051,13,881,2020-11-21
MUSTANG,1012,5,786,2020-11-21
MIAMI,946,14,832,2020-11-21
FORT SUPPLY,902,2,892,2020-11-21
DUNCAN,883,8,658,2020-11-21
CLINTON,848,2,634,2020-11-21
BETHANY,845,7,634,2020-11-21
BLANCHARD,842,3,664,2020-11-21
CHOCTAW,837,7,661,2020-11-21
BROKEN BOW,798,25,670,2020-11-21
IDABEL,770,12,569,2020-11-21
COLLINSVILLE,755,3,570,2020-11-21
STILWELL,754,11,574,2020-11-21
GUTHRIE,706,0,556,2020-11-21
VINITA,691,2,581,2020-11-21
SALLISAW,679,4,568,2020-11-21
LEXINGTON,677,7,579,2020-11-21
GLENPOOL,663,7,548,2020-11-21
POTEAU,653,6,533,2020-11-21
GROVE,642,27,536,2020-11-21
ELK CITY,635,7,547,2020-11-21
COWETA,631,15,511,2020-11-21
SKIATOOK,628,8,508,2020-11-21
PURCELL,624,7,496,2020-11-21
OKMULGEE,623,7,527,2020-11-21
ATOKA,622,0,435,2020-11-21
SEMINOLE,617,6,535,2020-11-21
WOODWARD,617,3,459,2020-11-21
WEATHERFORD,616,8,528,2020-11-21
ANADARKO,570,12,465,2020-11-21
NEWCASTLE,550,4,457,2020-11-21
TUTTLE,543,5,425,2020-11-21
HOMINY,536,2,513,2020-11-21
MCLOUD,513,1,453,2020-11-21
HENRYETTA,499,8,417,2020-11-21
PRYOR CREEK,486,9,369,2020-11-21
SAYRE,471,10,425,2020-11-21
PAULS VALLEY,462,4,376,2020-11-21
TECUMSEH,446,1,370,2020-11-21
PIEDMONT,434,3,338,2020-11-21
NOBLE,430,5,346,2020-11-21
CUSHING,430,4,337,2020-11-21
WAGONER,424,6,353,2020-11-21
HUGO,423,4,359,2020-11-21
BOLEY,422,7,284,2020-11-21
JAY,408,2,355,2020-11-21
MADILL,397,2,310,2020-11-21
HARRAH,383,5,303,2020-11-21
STIGLER,378,5,300,2020-11-21
ALVA,375,1,220,2020-11-21
MULDROW,367,3,319,2020-11-21
MARIETTA,354,0,244,2020-11-21
HOLDENVILLE,353,4,305,2020-11-21
CHECOTAH,348,6,281,2020-11-21
SULPHUR,344,4,268,2020-11-21
EUFAULA,334,7,263,2020-11-21
KINGFISHER,325,1,279,2020-11-21
FORT GIBSON,325,5,250,2020-11-21
BRISTOW,318,9,268,2020-11-21
HEAVENER,318,8,289,2020-11-21
SPIRO,311,1,284,2020-11-21
WEWOKA,306,1,269,2020-11-21
LINDSAY,304,3,234,2020-11-21
CALERA,289,1,242,2020-11-21
LOCUST GROVE,286,0,216,2020-11-21
MIDWEST CITY,280,9,234,2020-11-21
MARLOW,279,1,181,2020-11-21
WARR ACRES,275,1,226,2020-11-21
OKEMAH,274,3,207,2020-11-21
CATOOSA,271,3,215,2020-11-21
HINTON,263,0,238,2020-11-21
CHANDLER,260,10,202,2020-11-21
AFTON,259,2,206,2020-11-21
HENNESSEY,259,2,218,2020-11-21
VIAN,253,3,219,2020-11-21
SPENCER,245,3,190,2020-11-21
PRAGUE,243,1,203,2020-11-21
CHELSEA,237,3,198,2020-11-21
FAIRVIEW,234,0,168,2020-11-21
ELGIN,232,1,155,2020-11-21
MOUNDS,231,3,183,2020-11-21
