City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,8736,95,7263,2020-08-10
TULSA,7231,80,6163,2020-08-10
BROKEN ARROW,1832,24,1441,2020-08-10
EDMOND,1510,18,1314,2020-08-10
NORMAN,1477,31,1295,2020-08-10
GUYMON,868,7,851,2020-08-10
OTHER***,837,8,677,2020-08-10
YUKON,659,4,567,2020-08-10
MOORE,643,11,561,2020-08-10
LAWTON,615,9,552,2020-08-10
CLAREMORE,602,13,433,2020-08-10
JENKS,593,0,567,2020-08-10
STILLWATER,589,3,515,2020-08-10
BARTLESVILLE,507,37,417,2020-08-10
ALTUS,472,7,408,2020-08-10
OWASSO,443,2,380,2020-08-10
ENID,426,5,304,2020-08-10
BROKEN BOW,378,22,337,2020-08-10
BIXBY,360,2,313,2020-08-10
MUSKOGEE,355,12,258,2020-08-10
TAHLEQUAH,324,2,198,2020-08-10
SHAWNEE,301,8,229,2020-08-10
IDABEL,287,4,244,2020-08-10
DURANT,285,0,225,2020-08-10
SAPULPA,283,4,235,2020-08-10
ARDMORE,282,2,239,2020-08-10
MCALESTER,263,3,133,2020-08-10
GLENPOOL,262,1,232,2020-08-10
BETHANY,252,1,223,2020-08-10
SAND SPRINGS,244,3,185,2020-08-10
CHICKASHA,225,4,202,2020-08-10
STILWELL,224,5,147,2020-08-10
COWETA,211,13,167,2020-08-10
MUSTANG,201,1,174,2020-08-10
MIAMI,201,3,188,2020-08-10
SKIATOOK,200,7,170,2020-08-10
PONCA CITY,196,8,169,2020-08-10
COLLINSVILLE,185,1,155,2020-08-10
EL RENO,183,1,146,2020-08-10
OKMULGEE,179,2,146,2020-08-10
GROVE,178,16,147,2020-08-10
PURCELL,178,3,151,2020-08-10
LEXINGTON,171,1,155,2020-08-10
CHOCTAW,162,2,135,2020-08-10
ADA,156,0,127,2020-08-10
ANADARKO,156,3,121,2020-08-10
HUGO,151,1,132,2020-08-10
HENRYETTA,147,1,122,2020-08-10
SALLISAW,141,1,97,2020-08-10
BLANCHARD,136,1,122,2020-08-10
DUNCAN,131,2,99,2020-08-10
WAGONER,130,5,101,2020-08-10
WARR ACRES,129,0,106,2020-08-10
CLINTON,123,0,107,2020-08-10
GUTHRIE,117,0,100,2020-08-10
HINTON,113,0,102,2020-08-10
NOBLE,112,1,93,2020-08-10
NEWCASTLE,111,1,97,2020-08-10
PRYOR CREEK,106,2,87,2020-08-10
WEWOKA,104,1,74,2020-08-10
TUTTLE,103,2,87,2020-08-10
PAULS VALLEY,101,1,93,2020-08-10
MIDWEST CITY,97,2,77,2020-08-10
BRISTOW,95,2,53,2020-08-10
HOLDENVILLE,95,2,70,2020-08-10
MULDROW,94,1,60,2020-08-10
HOOKER,93,0,93,2020-08-10
SEMINOLE,92,3,62,2020-08-10
CHECOTAH,89,1,75,2020-08-10
CUSHING,89,1,63,2020-08-10
JAY,87,1,82,2020-08-10
HEAVENER,83,0,39,2020-08-10
CATOOSA,82,0,59,2020-08-10
PIEDMONT,82,1,73,2020-08-10
EUFAULA,81,0,62,2020-08-10
MANGUM,78,8,66,2020-08-10
MADILL,77,1,68,2020-08-10
AFTON,71,0,63,2020-08-10
CLEVELAND,70,3,56,2020-08-10
WEATHERFORD,69,0,62,2020-08-10
LOCUST GROVE,69,0,55,2020-08-10
DEL CITY,69,0,55,2020-08-10
SPENCER,67,1,54,2020-08-10
WESTVILLE,66,1,57,2020-08-10
POTEAU,66,0,44,2020-08-10
SPERRY,65,1,52,2020-08-10
WRIGHT CITY,62,0,46,2020-08-10
KINGFISHER,61,0,50,2020-08-10
VINITA,60,0,48,2020-08-10
LINDSAY,60,2,47,2020-08-10
TALIHINA,60,1,41,2020-08-10
INOLA,60,2,44,2020-08-10
FORT GIBSON,59,3,47,2020-08-10
DEWEY,59,1,52,2020-08-10
MOUNDS,57,1,49,2020-08-10
HOMINY,56,2,43,2020-08-10
MCLOUD,55,1,39,2020-08-10
SALINA,54,1,37,2020-08-10
CALERA,54,0,42,2020-08-10
NICHOLS HILLS,54,0,49,2020-08-10
ATOKA,53,0,50,2020-08-10
CHELSEA,51,0,37,2020-08-10
MARIETTA,51,0,46,2020-08-10
HARRAH,51,0,41,2020-08-10
KELLYVILLE,48,2,40,2020-08-10
CHOUTEAU,48,3,38,2020-08-10
WILBURTON,48,1,32,2020-08-10
MORRIS,48,0,34,2020-08-10
COMMERCE,47,0,44,2020-08-10
MANNFORD,47,1,34,2020-08-10
JONES,46,1,35,2020-08-10
PAWNEE,46,0,41,2020-08-10
BINGER,46,9,37,2020-08-10
FREDERICK,46,1,42,2020-08-10
ELK CITY,45,1,29,2020-08-10
TECUMSEH,45,0,31,2020-08-10
TEXHOMA,45,0,37,2020-08-10
SULPHUR,45,0,40,2020-08-10
COLCORD,44,1,37,2020-08-10
ANTLERS,44,0,29,2020-08-10
HASKELL,43,0,34,2020-08-10
SPIRO,42,0,29,2020-08-10
HAWORTH,42,1,37,2020-08-10
HULBERT,41,0,24,2020-08-10
OOLOGAH,41,0,38,2020-08-10
VALLIANT,41,0,41,2020-08-10
BEGGS,41,0,37,2020-08-10
PRAGUE,40,0,31,2020-08-10
VIAN,40,1,29,2020-08-10
HENNESSEY,40,0,25,2020-08-10
WYANDOTTE,39,0,21,2020-08-10
CHANDLER,36,1,25,2020-08-10
STROUD,36,0,24,2020-08-10
WASHINGTON,35,0,34,2020-08-10
STIGLER,35,0,19,2020-08-10
PERKINS,35,0,33,2020-08-10
MARLOW,34,0,31,2020-08-10
PERRY,33,0,30,2020-08-10
KIEFER,32,0,27,2020-08-10
WOODWARD,32,0,29,2020-08-10
PAWHUSKA,31,0,26,2020-08-10
COMANCHE,31,1,30,2020-08-10
NOWATA,30,1,28,2020-08-10
WETUMKA,30,0,19,2020-08-10
KINGSTON,30,0,25,2020-08-10
MEAD,29,1,18,2020-08-10
HARTSHORNE,29,0,17,2020-08-10
COALGATE,29,0,21,2020-08-10
HOLLIS,29,0,18,2020-08-10
OKARCHE,28,0,24,2020-08-10
OKEMAH,28,0,19,2020-08-10
DAVIS,28,0,22,2020-08-10
FAIRLAND,27,0,23,2020-08-10
ROLAND,27,0,13,2020-08-10
OCHELATA,27,1,21,2020-08-10
CACHE,26,0,22,2020-08-10
WAYNE,26,0,24,2020-08-10
CADDO,26,0,18,2020-08-10
RED ROCK,26,1,21,2020-08-10
GORE,26,1,20,2020-08-10
ELGIN,26,0,25,2020-08-10
FAIRFAX,25,0,20,2020-08-10
BOKOSHE,25,0,18,2020-08-10
COLBERT,24,0,21,2020-08-10
MEEKER,23,0,17,2020-08-10
CLAYTON,23,0,18,2020-08-10
KANSAS,23,0,12,2020-08-10
APACHE,22,0,16,2020-08-10
BLACKWELL,22,1,17,2020-08-10
BARNSDALL,22,2,18,2020-08-10
COPAN,22,0,16,2020-08-10
WILSON,21,0,15,2020-08-10
WATTS,21,0,20,2020-08-10
WISTER,21,0,18,2020-08-10
POCOLA,21,0,16,2020-08-10
LUTHER,21,0,20,2020-08-10
FORT COBB,20,0,15,2020-08-10
CRESCENT,20,0,9,2020-08-10
MAYSVILLE,20,0,16,2020-08-10
PORUM,19,1,13,2020-08-10
BLAIR,19,0,15,2020-08-10
FAIRVIEW,19,0,13,2020-08-10
PORTER,18,0,16,2020-08-10
ARCADIA,18,0,16,2020-08-10
WATONGA,18,0,12,2020-08-10
BIG CABIN,18,1,12,2020-08-10
TISHOMINGO,18,0,11,2020-08-10
CAMERON,18,0,7,2020-08-10
LONE GROVE,18,1,16,2020-08-10
ELMORE CITY,18,0,17,2020-08-10
KONAWA,17,1,12,2020-08-10
MAUD,17,0,11,2020-08-10
ALVA,17,0,12,2020-08-10
WYNNEWOOD,17,1,13,2020-08-10
TYRONE,17,0,15,2020-08-10
DEWAR,16,0,10,2020-08-10
OLUSTEE,16,0,15,2020-08-10
GARVIN,16,0,15,2020-08-10
GRACEMONT,16,0,8,2020-08-10
WEBBERS FALLS,16,0,8,2020-08-10
PADEN,16,0,11,2020-08-10
GLENCOE,15,0,14,2020-08-10
GERONIMO,15,0,9,2020-08-10
HOWE,15,0,6,2020-08-10
QUAPAW,15,0,10,2020-08-10
MINCO,14,0,11,2020-08-10
WELEETKA,14,0,10,2020-08-10
CARNEGIE,14,1,7,2020-08-10
TONKAWA,14,0,10,2020-08-10
EARLSBORO,14,0,12,2020-08-10
FORT TOWSON,13,0,11,2020-08-10
KEOTA,13,0,6,2020-08-10
SAYRE,13,0,10,2020-08-10
WALTERS,13,0,12,2020-08-10
CASHION,13,0,12,2020-08-10
YALE,13,0,11,2020-08-10
RAMONA,13,0,12,2020-08-10
TALALA,13,0,11,2020-08-10
GOODWELL,13,0,13,2020-08-10
GEARY,12,0,11,2020-08-10
INDIAHOMA,12,0,8,2020-08-10
WAURIKA,12,0,8,2020-08-10
CYRIL,12,1,9,2020-08-10
WELLSTON,12,0,8,2020-08-10
TIPTON,12,0,10,2020-08-10
ADAIR,12,0,9,2020-08-10
WAUKOMIS,11,0,7,2020-08-10
BOKCHITO,11,0,8,2020-08-10
RUSH SPRINGS,11,0,11,2020-08-10
ALLEN,11,1,7,2020-08-10
CEMENT,11,0,7,2020-08-10
RINGLING,11,0,10,2020-08-10
STONEWALL,11,1,9,2020-08-10
ALEX,11,0,11,2020-08-10
JENNINGS,11,0,10,2020-08-10
FLETCHER,10,0,9,2020-08-10
DRUMRIGHT,10,0,7,2020-08-10
ASHER,10,0,6,2020-08-10
GANS,10,0,4,2020-08-10
BOSWELL,10,0,8,2020-08-10
HOBART,10,0,9,2020-08-10
WARNER,10,0,8,2020-08-10
QUINTON,10,0,9,2020-08-10
WELCH,10,0,10,2020-08-10
DEPEW,10,1,8,2020-08-10
HEALDTON,9,0,6,2020-08-10
RYAN,9,0,8,2020-08-10
SAVANNA,9,0,4,2020-08-10
BURNS FLAT,9,0,9,2020-08-10
MANNSVILLE,9,0,9,2020-08-10
DELAWARE,9,0,8,2020-08-10
TAFT,9,0,5,2020-08-10
ROFF,9,0,8,2020-08-10
NORTH MIAMI,9,0,9,2020-08-10
