City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,21199,209,18056,2020-11-07
TULSA,15810,156,14032,2020-11-07
NORMAN,4880,61,4186,2020-11-07
EDMOND,4870,29,3963,2020-11-07
BROKEN ARROW,4669,47,4016,2020-11-07
OTHER***,3094,21,2560,2020-11-07
STILLWATER,2544,8,2279,2020-11-07
ENID,2518,32,2200,2020-11-07
YUKON,2340,9,1927,2020-11-07
LAWTON,1946,18,1560,2020-11-07
MOORE,1723,18,1436,2020-11-07
CLAREMORE,1683,49,1359,2020-11-07
GUYMON,1556,10,1420,2020-11-07
SHAWNEE,1510,15,1296,2020-11-07
OWASSO,1414,5,1186,2020-11-07
MUSKOGEE,1332,21,1012,2020-11-07
BARTLESVILLE,1227,38,1055,2020-11-07
DURANT,1189,9,929,2020-11-07
TAHLEQUAH,1166,4,967,2020-11-07
ALTUS,1126,18,966,2020-11-07
MCALESTER,1062,19,921,2020-11-07
JENKS,1043,9,950,2020-11-07
BIXBY,1039,5,884,2020-11-07
EL RENO,1020,8,840,2020-11-07
ADA,923,3,662,2020-11-07
FORT SUPPLY,895,2,888,2020-11-07
ARDMORE,867,10,666,2020-11-07
CHICKASHA,862,11,787,2020-11-07
SAPULPA,831,15,697,2020-11-07
MIAMI,823,13,741,2020-11-07
TAFT,773,2,736,2020-11-07
SAND SPRINGS,767,7,643,2020-11-07
PONCA CITY,764,13,648,2020-11-07
MUSTANG,756,4,658,2020-11-07
BROKEN BOW,697,25,599,2020-11-07
CHOCTAW,652,5,545,2020-11-07
BLANCHARD,644,3,520,2020-11-07
BETHANY,636,6,525,2020-11-07
DUNCAN,632,4,486,2020-11-07
CLINTON,625,1,539,2020-11-07
STILWELL,624,11,460,2020-11-07
LEXINGTON,604,6,524,2020-11-07
IDABEL,578,9,486,2020-11-07
VINITA,577,2,520,2020-11-07
SALLISAW,576,4,484,2020-11-07
GLENPOOL,553,6,490,2020-11-07
ELK CITY,551,7,465,2020-11-07
GUTHRIE,547,0,478,2020-11-07
OKMULGEE,546,7,456,2020-11-07
COLLINSVILLE,545,3,442,2020-11-07
GROVE,540,19,453,2020-11-07
POTEAU,529,6,460,2020-11-07
WEATHERFORD,516,5,454,2020-11-07
HOMINY,514,2,499,2020-11-07
SEMINOLE,513,4,411,2020-11-07
SKIATOOK,491,8,424,2020-11-07
COWETA,487,15,400,2020-11-07
ANADARKO,479,9,414,2020-11-07
PURCELL,465,7,364,2020-11-07
MCLOUD,452,1,403,2020-11-07
NEWCASTLE,439,4,360,2020-11-07
HENRYETTA,435,7,351,2020-11-07
ATOKA,420,0,365,2020-11-07
SAYRE,420,8,373,2020-11-07
TUTTLE,411,5,319,2020-11-07
WOODWARD,381,3,293,2020-11-07
HUGO,361,2,293,2020-11-07
WAGONER,360,6,305,2020-11-07
PRYOR CREEK,357,9,307,2020-11-07
TECUMSEH,354,1,304,2020-11-07
JAY,349,2,293,2020-11-07
PAULS VALLEY,348,2,253,2020-11-07
NOBLE,340,5,281,2020-11-07
MULDROW,337,3,273,2020-11-07
CUSHING,336,3,287,2020-11-07
PIEDMONT,325,3,273,2020-11-07
HOLDENVILLE,310,4,268,2020-11-07
HARRAH,309,3,256,2020-11-07
STIGLER,304,4,218,2020-11-07
BOLEY,297,4,268,2020-11-07
HEAVENER,296,7,261,2020-11-07
CHECOTAH,280,5,244,2020-11-07
SPIRO,279,1,244,2020-11-07
KINGFISHER,278,1,236,2020-11-07
EUFAULA,264,6,213,2020-11-07
WEWOKA,264,1,216,2020-11-07
BRISTOW,263,9,222,2020-11-07
MIDWEST CITY,262,8,204,2020-11-07
SULPHUR,254,3,192,2020-11-07
FORT GIBSON,242,4,186,2020-11-07
MADILL,238,1,173,2020-11-07
HINTON,237,0,209,2020-11-07
CALERA,231,1,186,2020-11-07
WARR ACRES,228,1,198,2020-11-07
LOCUST GROVE,228,0,196,2020-11-07
ALVA,218,0,159,2020-11-07
VIAN,218,3,175,2020-11-07
MARIETTA,214,0,178,2020-11-07
CATOOSA,208,2,172,2020-11-07
LINDSAY,204,2,145,2020-11-07
HENNESSEY,202,2,188,2020-11-07
CHELSEA,202,3,174,2020-11-07
CHANDLER,200,10,167,2020-11-07
OKEMAH,199,3,133,2020-11-07
SPENCER,193,2,164,2020-11-07
AFTON,193,2,159,2020-11-07
PRAGUE,188,0,143,2020-11-07
ANTLERS,187,6,149,2020-11-07
SALINA,185,1,149,2020-11-07
NOWATA,183,3,161,2020-11-07
DEL CITY,179,0,143,2020-11-07
TISHOMINGO,176,3,148,2020-11-07
SPERRY,173,2,149,2020-11-07
MEEKER,172,11,142,2020-11-07
CLEVELAND,172,3,151,2020-11-07
MOUNDS,171,3,145,2020-11-07
MARLOW,170,1,106,2020-11-07
ROLAND,168,1,143,2020-11-07
WESTVILLE,166,2,126,2020-11-07
MANNFORD,162,4,135,2020-11-07
INOLA,159,3,144,2020-11-07
FAIRVIEW,155,0,106,2020-11-07
PERKINS,153,2,122,2020-11-07
DEWEY,153,1,135,2020-11-07
HOOKER,152,0,134,2020-11-07
NICHOLS HILLS,149,0,125,2020-11-07
VALLIANT,148,3,123,2020-11-07
JONES,148,2,124,2020-11-07
MORRIS,147,0,122,2020-11-07
PAWHUSKA,147,2,118,2020-11-07
WASHINGTON,146,0,121,2020-11-07
POCOLA,146,3,128,2020-11-07
HASKELL,143,1,114,2020-11-07
FREDERICK,142,4,112,2020-11-07
TALIHINA,141,6,115,2020-11-07
CHOUTEAU,140,6,113,2020-11-07
OOLOGAH,140,1,128,2020-11-07
WISTER,140,1,120,2020-11-07
WYNNEWOOD,139,1,97,2020-11-07
MANGUM,138,8,113,2020-11-07
BEGGS,136,0,111,2020-11-07
PAWNEE,135,1,104,2020-11-07
ELGIN,131,1,94,2020-11-07
CACHE,125,0,91,2020-11-07
KINGSTON,124,1,89,2020-11-07
HULBERT,122,2,104,2020-11-07
KANSAS,122,4,94,2020-11-07
DAVIS,122,0,91,2020-11-07
COMMERCE,121,2,111,2020-11-07
COMANCHE,121,3,100,2020-11-07
STRATFORD,120,0,84,2020-11-07
WYANDOTTE,120,1,106,2020-11-07
COLCORD,118,1,95,2020-11-07
STROUD,118,0,101,2020-11-07
