City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,28570,231,22781,2020-11-25
TULSA,19533,176,16785,2020-11-25
EDMOND,6939,38,5404,2020-11-25
BROKEN ARROW,6306,56,5116,2020-11-25
NORMAN,6300,70,5249,2020-11-25
OTHER***,3883,24,3228,2020-11-25
YUKON,3349,10,2711,2020-11-25
ENID,3315,33,2653,2020-11-25
STILLWATER,3187,9,2787,2020-11-25
LAWTON,3019,26,2311,2020-11-25
MOORE,2429,19,1952,2020-11-25
CLAREMORE,2379,53,1877,2020-11-25
SHAWNEE,2030,20,1609,2020-11-25
OWASSO,1926,6,1583,2020-11-25
MUSKOGEE,1893,23,1434,2020-11-25
GUYMON,1780,12,1625,2020-11-25
DURANT,1610,10,1326,2020-11-25
BARTLESVILLE,1573,41,1315,2020-11-25
TAHLEQUAH,1572,5,1204,2020-11-25
ADA,1537,7,1132,2020-11-25
ALTUS,1526,28,1271,2020-11-25
BIXBY,1324,8,1123,2020-11-25
MCALESTER,1319,19,1144,2020-11-25
TAFT,1313,2,775,2020-11-25
JENKS,1292,10,1119,2020-11-25
EL RENO,1279,9,1119,2020-11-25
PONCA CITY,1225,13,954,2020-11-25
ARDMORE,1212,10,956,2020-11-25
SAND SPRINGS,1202,11,934,2020-11-25
SAPULPA,1191,18,938,2020-11-25
CHICKASHA,1136,13,947,2020-11-25
MUSTANG,1090,5,878,2020-11-25
DUNCAN,995,10,738,2020-11-25
MIAMI,985,14,877,2020-11-25
CLINTON,938,3,716,2020-11-25
BETHANY,921,7,705,2020-11-25
BLANCHARD,918,3,729,2020-11-25
FORT SUPPLY,907,2,896,2020-11-25
CHOCTAW,895,8,713,2020-11-25
COLLINSVILLE,823,3,634,2020-11-25
BROKEN BOW,813,25,694,2020-11-25
GUTHRIE,794,0,591,2020-11-25
IDABEL,792,12,651,2020-11-25
STILWELL,769,11,616,2020-11-25
WOODWARD,741,4,549,2020-11-25
VINITA,737,2,614,2020-11-25
ELK CITY,725,7,575,2020-11-25
SALLISAW,722,4,588,2020-11-25
COWETA,705,15,552,2020-11-25
LEXINGTON,704,7,600,2020-11-25
WEATHERFORD,703,8,574,2020-11-25
GROVE,697,27,559,2020-11-25
GLENPOOL,687,7,576,2020-11-25
POTEAU,683,6,579,2020-11-25
PURCELL,680,8,545,2020-11-25
OKMULGEE,673,9,552,2020-11-25
SKIATOOK,671,8,551,2020-11-25
ATOKA,646,0,491,2020-11-25
SEMINOLE,634,7,558,2020-11-25
ANADARKO,614,13,497,2020-11-25
TUTTLE,596,5,461,2020-11-25
NEWCASTLE,580,4,491,2020-11-25
HOMINY,546,2,523,2020-11-25
PRYOR CREEK,543,9,412,2020-11-25
MCLOUD,538,1,473,2020-11-25
BOLEY,530,7,330,2020-11-25
HENRYETTA,510,9,446,2020-11-25
PAULS VALLEY,509,5,410,2020-11-25
SAYRE,501,10,443,2020-11-25
TECUMSEH,494,1,397,2020-11-25
MADILL,474,2,352,2020-11-25
WAGONER,467,6,373,2020-11-25
PIEDMONT,460,3,376,2020-11-25
NOBLE,458,5,378,2020-11-25
ALVA,458,1,328,2020-11-25
CUSHING,454,4,373,2020-11-25
HUGO,444,4,376,2020-11-25
JAY,433,2,369,2020-11-25
HARRAH,404,5,326,2020-11-25
MARIETTA,399,0,289,2020-11-25
STIGLER,394,5,322,2020-11-25
CHECOTAH,385,6,304,2020-11-25
MULDROW,382,3,331,2020-11-25
SULPHUR,382,4,303,2020-11-25
EUFAULA,371,7,287,2020-11-25
HOLDENVILLE,358,4,322,2020-11-25
BRISTOW,352,10,285,2020-11-25
FORT GIBSON,350,5,279,2020-11-25
KINGFISHER,342,1,302,2020-11-25
LINDSAY,334,3,270,2020-11-25
HEAVENER,331,8,293,2020-11-25
MARLOW,331,1,212,2020-11-25
SPIRO,320,1,294,2020-11-25
WEWOKA,319,1,278,2020-11-25
CALERA,311,1,264,2020-11-25
LOCUST GROVE,306,0,242,2020-11-25
WARR ACRES,297,1,243,2020-11-25
FAIRVIEW,294,0,192,2020-11-25
OKEMAH,292,3,226,2020-11-25
CHANDLER,291,10,219,2020-11-25
CATOOSA,291,3,233,2020-11-25
MIDWEST CITY,291,9,243,2020-11-25
HENNESSEY,281,2,232,2020-11-25
AFTON,277,2,229,2020-11-25
HINTON,276,0,253,2020-11-25
VIAN,265,3,233,2020-11-25
SPENCER,263,3,208,2020-11-25
PRAGUE,257,1,224,2020-11-25
ELGIN,255,2,188,2020-11-25
MOUNDS,253,3,206,2020-11-25
CLEVELAND,253,4,216,2020-11-25
MANNFORD,250,4,193,2020-11-25
CHELSEA,247,3,217,2020-11-25
DEL CITY,243,0,185,2020-11-25
SALINA,242,1,184,2020-11-25
CACHE,241,1,173,2020-11-25
TISHOMINGO,236,3,201,2020-11-25
KINGSTON,234,1,166,2020-11-25
NOWATA,233,4,197,2020-11-25
SPERRY,233,2,184,2020-11-25
MEEKER,225,12,189,2020-11-25
HELENA,222,0,78,2020-11-25
ANTLERS,222,6,196,2020-11-25
JONES,220,2,158,2020-11-25
WASHINGTON,219,0,172,2020-11-25
WYNNEWOOD,216,1,169,2020-11-25
FREDERICK,216,5,160,2020-11-25
COALGATE,214,1,167,2020-11-25
INOLA,214,3,166,2020-11-25
STRATFORD,204,0,154,2020-11-25
HULBERT,204,2,150,2020-11-25
PAWHUSKA,204,2,173,2020-11-25
CHOUTEAU,201,6,152,2020-11-25
WESTVILLE,197,2,172,2020-11-25
ROLAND,196,1,179,2020-11-25
BLACKWELL,195,4,142,2020-11-25
CARNEGIE,193,4,142,2020-11-25
PERKINS,193,3,170,2020-11-25
DEWEY,191,1,170,2020-11-25
MORRIS,189,0,166,2020-11-25
HOOKER,189,0,159,2020-11-25
DAVIS,187,0,152,2020-11-25
HASKELL,186,1,152,2020-11-25
PAWNEE,185,1,160,2020-11-25
NICHOLS HILLS,185,0,162,2020-11-25
OOLOGAH,181,1,155,2020-11-25
MANGUM,181,8,146,2020-11-25
POCOLA,177,3,155,2020-11-25
TALIHINA,175,6,148,2020-11-25
VALLIANT,171,3,149,2020-11-25
PERRY,167,2,129,2020-11-25
COMANCHE,165,4,131,2020-11-25
WISTER,165,1,147,2020-11-25
BEGGS,162,2,142,2020-11-25
APACHE,159,2,116,2020-11-25
COLCORD,154,1,131,2020-11-25
CADDO,153,0,128,2020-11-25
STROUD,153,1,130,2020-11-25
KANSAS,152,4,125,2020-11-25
NEWKIRK,151,1,118,2020-11-25
GORE,151,3,121,2020-11-25
COLBERT,150,5,105,2020-11-25
MEAD,149,1,120,2020-11-25
WYANDOTTE,147,1,124,2020-11-25
WILBURTON,145,1,132,2020-11-25
KONAWA,144,2,103,2020-11-25
WALTERS,141,1,106,2020-11-25
COMMERCE,141,2,122,2020-11-25
WATONGA,141,0,113,2020-11-25
LUTHER,139,2,117,2020-11-25
HOWE,137,0,122,2020-11-25
BILLINGS,134,1,46,2020-11-25
HAWORTH,132,2,101,2020-11-25
BOKCHITO,131,1,117,2020-11-25
FAIRLAND,131,1,116,2020-11-25
MAYSVILLE,127,3,99,2020-11-25
HOBART,127,3,106,2020-11-25
LONE GROVE,125,1,90,2020-11-25
NEW CORDELL,125,0,74,2020-11-25
MINCO,125,0,93,2020-11-25
KEOTA,124,0,103,2020-11-25
ELMORE CITY,122,0,91,2020-11-25
TONKAWA,121,5,97,2020-11-25
