City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,24427,216,19351,2020-11-16
TULSA,17440,165,14969,2020-11-16
EDMOND,5732,32,4433,2020-11-16
NORMAN,5536,66,4557,2020-11-16
BROKEN ARROW,5441,52,4374,2020-11-16
OTHER***,3414,23,2803,2020-11-16
STILLWATER,2835,8,2412,2020-11-16
ENID,2797,33,2327,2020-11-16
YUKON,2777,9,2189,2020-11-16
LAWTON,2391,22,1808,2020-11-16
MOORE,2036,18,1604,2020-11-16
CLAREMORE,2014,49,1505,2020-11-16
SHAWNEE,1683,18,1423,2020-11-16
OWASSO,1654,5,1309,2020-11-16
GUYMON,1646,11,1485,2020-11-16
MUSKOGEE,1571,22,1151,2020-11-16
DURANT,1391,9,1064,2020-11-16
BARTLESVILLE,1356,38,1150,2020-11-16
TAHLEQUAH,1341,5,1050,2020-11-16
ALTUS,1324,20,1054,2020-11-16
ADA,1186,6,831,2020-11-16
EL RENO,1181,8,955,2020-11-16
MCALESTER,1178,19,1003,2020-11-16
BIXBY,1174,6,976,2020-11-16
JENKS,1162,9,998,2020-11-16
ARDMORE,1001,10,775,2020-11-16
CHICKASHA,979,12,823,2020-11-16
SAPULPA,963,16,792,2020-11-16
TAFT,939,2,758,2020-11-16
SAND SPRINGS,936,8,714,2020-11-16
MUSTANG,921,4,711,2020-11-16
PONCA CITY,911,13,713,2020-11-16
MIAMI,902,14,782,2020-11-16
FORT SUPPLY,900,2,890,2020-11-16
BLANCHARD,771,3,587,2020-11-16
DUNCAN,765,7,588,2020-11-16
BETHANY,763,7,580,2020-11-16
CHOCTAW,759,6,600,2020-11-16
BROKEN BOW,752,25,638,2020-11-16
CLINTON,741,2,575,2020-11-16
STILWELL,708,11,510,2020-11-16
IDABEL,688,11,512,2020-11-16
COLLINSVILLE,676,3,502,2020-11-16
VINITA,653,2,547,2020-11-16
LEXINGTON,651,6,536,2020-11-16
GUTHRIE,634,0,512,2020-11-16
SALLISAW,621,4,517,2020-11-16
GLENPOOL,614,7,518,2020-11-16
GROVE,604,25,491,2020-11-16
