City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,11632,146,10230,2020-09-06
TULSA,9650,97,8500,2020-09-06
BROKEN ARROW,2576,29,2247,2020-09-06
NORMAN,2313,34,1712,2020-09-06
EDMOND,1975,21,1696,2020-09-06
OTHER***,1497,11,1230,2020-09-06
STILLWATER,1221,3,763,2020-09-06
ENID,1083,14,734,2020-09-06
GUYMON,984,7,902,2020-09-06
CLAREMORE,860,39,694,2020-09-06
YUKON,816,6,739,2020-09-06
MOORE,798,13,712,2020-09-06
LAWTON,767,10,694,2020-09-06
BARTLESVILLE,723,37,593,2020-09-06
JENKS,695,2,633,2020-09-06
TAFT,695,0,37,2020-09-06
OWASSO,655,2,560,2020-09-06
TAHLEQUAH,574,3,407,2020-09-06
ALTUS,560,9,510,2020-09-06
BIXBY,527,4,459,2020-09-06
MUSKOGEE,515,12,396,2020-09-06
SHAWNEE,490,8,381,2020-09-06
MCALESTER,454,16,375,2020-09-06
BROKEN BOW,452,22,376,2020-09-06
DURANT,401,1,345,2020-09-06
SAPULPA,387,8,327,2020-09-06
IDABEL,367,5,305,2020-09-06
ARDMORE,357,5,317,2020-09-06
SAND SPRINGS,355,4,289,2020-09-06
LEXINGTON,347,3,236,2020-09-06
MIAMI,338,3,261,2020-09-06
GLENPOOL,334,4,283,2020-09-06
STILWELL,331,8,234,2020-09-06
BETHANY,324,3,278,2020-09-06
EL RENO,309,4,258,2020-09-06
MCLOUD,283,1,254,2020-09-06
COWETA,282,13,248,2020-09-06
PONCA CITY,281,9,217,2020-09-06
MUSTANG,272,2,235,2020-09-06
ANADARKO,270,5,221,2020-09-06
CHICKASHA,268,4,237,2020-09-06
OKMULGEE,266,3,212,2020-09-06
SKIATOOK,263,8,225,2020-09-06
COLLINSVILLE,253,1,227,2020-09-06
GROVE,239,17,197,2020-09-06
SALLISAW,234,2,196,2020-09-06
PURCELL,229,3,200,2020-09-06
CHOCTAW,228,2,197,2020-09-06
ADA,207,1,174,2020-09-06
HENRYETTA,203,2,182,2020-09-06
BLANCHARD,201,1,158,2020-09-06
CLINTON,198,0,178,2020-09-06
HUGO,192,2,163,2020-09-06
WAGONER,187,5,155,2020-09-06
HOMINY,182,2,164,2020-09-06
DUNCAN,177,2,149,2020-09-06
HEAVENER,173,2,131,2020-09-06
POTEAU,169,2,137,2020-09-06
CUSHING,167,2,121,2020-09-06
HOLDENVILLE,163,3,133,2020-09-06
GUTHRIE,163,0,134,2020-09-06
NOBLE,156,2,129,2020-09-06
MULDROW,154,3,131,2020-09-06
TUTTLE,150,2,119,2020-09-06
NEWCASTLE,148,1,124,2020-09-06
WEWOKA,146,1,120,2020-09-06
BRISTOW,144,5,123,2020-09-06
WARR ACRES,143,0,130,2020-09-06
SEMINOLE,142,3,119,2020-09-06
PRYOR CREEK,141,4,121,2020-09-06
MIDWEST CITY,140,4,108,2020-09-06
HENNESSEY,135,2,111,2020-09-06
ATOKA,127,0,90,2020-09-06
EUFAULA,126,2,108,2020-09-06
HINTON,125,0,119,2020-09-06
CLEVELAND,125,3,105,2020-09-06
PAULS VALLEY,121,1,114,2020-09-06
VINITA,116,1,75,2020-09-06
JAY,115,1,109,2020-09-06
STIGLER,113,3,98,2020-09-06
CHECOTAH,113,2,101,2020-09-06
WEATHERFORD,111,0,96,2020-09-06
SPIRO,107,1,67,2020-09-06
VIAN,106,2,90,2020-09-06
PIEDMONT,105,1,92,2020-09-06
