City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,11812,146,10391,2020-09-08
TULSA,9836,98,8644,2020-09-08
BROKEN ARROW,2633,29,2300,2020-09-08
NORMAN,2385,34,1760,2020-09-08
EDMOND,2019,21,1725,2020-09-08
OTHER***,1544,11,1267,2020-09-08
STILLWATER,1274,3,815,2020-09-08
ENID,1115,14,797,2020-09-08
GUYMON,1001,7,915,2020-09-08
CLAREMORE,892,39,726,2020-09-08
YUKON,823,6,747,2020-09-08
MOORE,811,13,725,2020-09-08
LAWTON,778,10,701,2020-09-08
BARTLESVILLE,736,37,603,2020-09-08
JENKS,708,2,638,2020-09-08
TAFT,696,0,41,2020-09-08
OWASSO,671,2,573,2020-09-08
TAHLEQUAH,587,3,430,2020-09-08
ALTUS,566,9,514,2020-09-08
BIXBY,542,4,473,2020-09-08
MUSKOGEE,526,12,406,2020-09-08
SHAWNEE,513,8,399,2020-09-08
MCALESTER,466,16,384,2020-09-08
BROKEN BOW,458,22,378,2020-09-08
DURANT,413,1,352,2020-09-08
SAPULPA,400,8,331,2020-09-08
SAND SPRINGS,370,4,292,2020-09-08
IDABEL,368,5,314,2020-09-08
ARDMORE,364,5,320,2020-09-08
MIAMI,363,3,266,2020-09-08
LEXINGTON,351,3,240,2020-09-08
GLENPOOL,341,4,286,2020-09-08
STILWELL,334,8,240,2020-09-08
BETHANY,329,3,284,2020-09-08
EL RENO,312,4,262,2020-09-08
PONCA CITY,290,9,221,2020-09-08
COWETA,289,13,250,2020-09-08
MCLOUD,285,1,254,2020-09-08
CHICKASHA,281,4,239,2020-09-08
MUSTANG,278,2,242,2020-09-08
ANADARKO,276,5,226,2020-09-08
OKMULGEE,271,3,217,2020-09-08
SKIATOOK,268,8,225,2020-09-08
COLLINSVILLE,257,1,233,2020-09-08
GROVE,250,17,201,2020-09-08
SALLISAW,239,2,204,2020-09-08
PURCELL,235,3,206,2020-09-08
CHOCTAW,232,2,203,2020-09-08
ADA,215,1,180,2020-09-08
CLINTON,206,0,181,2020-09-08
BLANCHARD,204,1,165,2020-09-08
HENRYETTA,204,2,185,2020-09-08
HUGO,192,2,168,2020-09-08
WAGONER,191,5,163,2020-09-08
DUNCAN,186,2,154,2020-09-08
HOMINY,183,2,165,2020-09-08
HEAVENER,180,2,139,2020-09-08
POTEAU,174,2,147,2020-09-08
CUSHING,171,2,125,2020-09-08
GUTHRIE,168,0,138,2020-09-08
HOLDENVILLE,166,3,138,2020-09-08
NOBLE,163,2,136,2020-09-08
MULDROW,158,3,134,2020-09-08
TUTTLE,154,2,121,2020-09-08
NEWCASTLE,152,1,125,2020-09-08
SEMINOLE,148,3,122,2020-09-08
BRISTOW,147,5,124,2020-09-08
WEWOKA,146,1,124,2020-09-08
WARR ACRES,144,0,133,2020-09-08
MIDWEST CITY,140,4,110,2020-09-08
PRYOR CREEK,140,4,122,2020-09-08
HENNESSEY,139,2,119,2020-09-08
SPIRO,136,1,75,2020-09-08
ATOKA,134,0,95,2020-09-08
EUFAULA,129,2,109,2020-09-08
HINTON,126,0,122,2020-09-08
CLEVELAND,125,3,107,2020-09-08
VINITA,124,1,76,2020-09-08
PAULS VALLEY,122,1,114,2020-09-08
STIGLER,120,3,98,2020-09-08
WEATHERFORD,119,0,96,2020-09-08
JAY,117,1,110,2020-09-08
CHECOTAH,114,2,105,2020-09-08
TECUMSEH,107,0,68,2020-09-08
CATOOSA,107,0,97,2020-09-08
PIEDMONT,106,1,92,2020-09-08
VIAN,106,2,92,2020-09-08
SPENCER,105,1,90,2020-09-08
CHANDLER,102,8,86,2020-09-08
HOOKER,102,0,100,2020-09-08
LOCUST GROVE,101,0,80,2020-09-08
KINGFISHER,100,0,79,2020-09-08
AFTON,96,0,87,2020-09-08
MADILL,94,1,87,2020-09-08
SPERRY,91,2,75,2020-09-08
WOODWARD,91,0,59,2020-09-08
DEL CITY,89,0,72,2020-09-08
MOUNDS,88,2,71,2020-09-08
ELK CITY,88,1,72,2020-09-08
FORT GIBSON,85,4,69,2020-09-08
WESTVILLE,84,2,71,2020-09-08
INOLA,84,3,67,2020-09-08
MANGUM,83,8,71,2020-09-08
CALERA,82,0,70,2020-09-08
HARRAH,82,0,69,2020-09-08
NICHOLS HILLS,81,0,65,2020-09-08
MARIETTA,80,0,62,2020-09-08
HASKELL,80,1,72,2020-09-08
CHELSEA,80,0,68,2020-09-08
DEWEY,78,1,67,2020-09-08
SALINA,78,1,61,2020-09-08
MANNFORD,77,1,62,2020-09-08
ROLAND,76,0,65,2020-09-08
CHOUTEAU,75,5,57,2020-09-08
WRIGHT CITY,74,0,61,2020-09-08
NOWATA,74,1,59,2020-09-08
TALIHINA,73,2,64,2020-09-08
LINDSAY,71,2,61,2020-09-08
WYANDOTTE,69,1,54,2020-09-08
PRAGUE,65,0,58,2020-09-08
VALLIANT,65,1,51,2020-09-08
JONES,65,2,49,2020-09-08
MORRIS,65,0,55,2020-09-08
PERKINS,65,1,51,2020-09-08
COMMERCE,64,0,57,2020-09-08
TEXHOMA,63,0,58,2020-09-08
PAWNEE,62,0,59,2020-09-08
HULBERT,61,2,45,2020-09-08
POCOLA,61,2,54,2020-09-08
TISHOMINGO,60,2,33,2020-09-08
ANTLERS,59,1,56,2020-09-08
WASHINGTON,59,0,47,2020-09-08
OKEMAH,58,1,41,2020-09-08
KELLYVILLE,58,2,53,2020-09-08
FREDERICK,58,1,50,2020-09-08
SULPHUR,57,1,52,2020-09-08
COLCORD,56,1,52,2020-09-08
HARTSHORNE,56,0,51,2020-09-08
BEGGS,55,0,47,2020-09-08
OOLOGAH,55,0,50,2020-09-08
WILBURTON,55,1,53,2020-09-08
HAWORTH,54,2,44,2020-09-08
STROUD,51,0,46,2020-09-08
BINGER,48,9,37,2020-09-08
SAYRE,48,0,41,2020-09-08
WISTER,48,0,39,2020-09-08
PERRY,47,0,40,2020-09-08
KANSAS,46,2,34,2020-09-08
GOODWELL,46,0,27,2020-09-08
COALGATE,45,0,35,2020-09-08
KINGSTON,45,0,38,2020-09-08
PAWHUSKA,45,0,41,2020-09-08
MARLOW,44,0,38,2020-09-08
COMANCHE,43,1,35,2020-09-08
FAIRLAND,42,0,37,2020-09-08
WETUMKA,42,0,37,2020-09-08
WATONGA,41,0,29,2020-09-08
BLACKWELL,40,1,31,2020-09-08
KIEFER,40,0,34,2020-09-08
GORE,39,1,26,2020-09-08
LUTHER,39,0,31,2020-09-08
PORTER,39,0,32,2020-09-08
MEAD,38,1,32,2020-09-08
HOLLIS,38,0,33,2020-09-08
CADDO,38,0,33,2020-09-08
BOKOSHE,37,0,32,2020-09-08
HOWE,37,0,33,2020-09-08
CRESCENT,37,0,33,2020-09-08
WATTS,36,0,28,2020-09-08
QUAPAW,36,0,22,2020-09-08
APACHE,36,1,24,2020-09-08
ELGIN,36,0,35,2020-09-08
CACHE,36,0,33,2020-09-08
WALTERS,36,0,17,2020-09-08
DAVIS,36,0,32,2020-09-08
KONAWA,35,1,22,2020-09-08
COLBERT,35,0,31,2020-09-08
DRUMRIGHT,35,0,25,2020-09-08
MEEKER,35,0,31,2020-09-08
OKARCHE,35,0,31,2020-09-08
RED ROCK,34,1,28,2020-09-08
WAYNE,33,0,33,2020-09-08
QUINTON,33,0,30,2020-09-08
KEOTA,32,0,23,2020-09-08
WYNNEWOOD,31,1,20,2020-09-08
BARNSDALL,31,2,21,2020-09-08
FAIRVIEW,30,0,24,2020-09-08
PORUM,29,1,25,2020-09-08
WARNER,28,0,19,2020-09-08
MAYSVILLE,28,0,23,2020-09-08
OCHELATA,28,1,26,2020-09-08
WILSON,28,0,25,2020-09-08
MOORELAND,28,0,22,2020-09-08
FAIRFAX,27,0,27,2020-09-08
CARNEGIE,27,1,21,2020-09-08
TALALA,27,0,23,2020-09-08
ARCADIA,26,0,24,2020-09-08
BIG CABIN,25,1,21,2020-09-08
FORT COBB,25,0,20,2020-09-08
RAMONA,25,1,18,2020-09-08
ALVA,25,0,19,2020-09-08
DEWAR,24,0,20,2020-09-08
CLAYTON,24,0,22,2020-09-08
EARLSBORO,24,0,18,2020-09-08
PADEN,23,0,22,2020-09-08
HOBART,23,0,15,2020-09-08
COPAN,23,0,23,2020-09-08
BOSWELL,23,0,21,2020-09-08
ELMORE CITY,23,0,21,2020-09-08
CAMERON,23,0,19,2020-09-08
LONE GROVE,23,1,21,2020-09-08
ADAIR,23,0,17,2020-09-08
WELCH,22,0,14,2020-09-08
BLAIR,22,0,21,2020-09-08
BOKCHITO,21,1,16,2020-09-08
WEBBERS FALLS,21,0,14,2020-09-08
GERONIMO,21,0,19,2020-09-08
GARVIN,21,0,16,2020-09-08
OKTAHA,21,0,14,2020-09-08
DEPEW,21,1,19,2020-09-08
DELAWARE,21,0,12,2020-09-08
WELLSTON,21,0,17,2020-09-08
GLENCOE,20,0,18,2020-09-08
GRACEMONT,19,1,18,2020-09-08
OLUSTEE,19,0,15,2020-09-08
MCCURTAIN,18,1,9,2020-09-08
GARBER,18,0,18,2020-09-08
TYRONE,18,0,16,2020-09-08
MAUD,18,0,15,2020-09-08
TONKAWA,18,0,15,2020-09-08
THOMAS,17,0,10,2020-09-08
ARKOMA,17,0,16,2020-09-08
MINCO,17,0,15,2020-09-08
YALE,17,0,14,2020-09-08
INDIAHOMA,17,0,14,2020-09-08
FORT TOWSON,17,0,14,2020-09-08
CANTON,17,1,7,2020-09-08
JENNINGS,17,0,16,2020-09-08
STRATFORD,16,0,12,2020-09-08
NEWKIRK,16,1,12,2020-09-08
RED OAK,16,0,13,2020-09-08
BOISE CITY,16,0,13,2020-09-08
CEMENT,16,0,13,2020-09-08
KREBS,16,1,10,2020-09-08
RUSH SPRINGS,16,0,14,2020-09-08
WELEETKA,16,1,12,2020-09-08
GANS,16,0,12,2020-09-08
FLETCHER,15,0,15,2020-09-08
MORRISON,15,0,12,2020-09-08
TEMPLE,15,2,9,2020-09-08
MILBURN,15,0,10,2020-09-08
HAILEYVILLE,15,0,14,2020-09-08
CASHION,15,0,14,2020-09-08
STONEWALL,15,1,14,2020-09-08
ASHER,15,0,14,2020-09-08
ALEX,15,0,12,2020-09-08
BLUEJACKET,15,0,4,2020-09-08
TERLTON,15,0,12,2020-09-08
KIOWA,15,1,13,2020-09-08
BEAVER,15,0,12,2020-09-08
CYRIL,14,1,13,2020-09-08
CANADIAN,14,0,9,2020-09-08
RINGWOOD,14,0,11,2020-09-08
WAURIKA,14,0,13,2020-09-08
RINGLING,14,0,12,2020-09-08
GEARY,14,0,13,2020-09-08
ALLEN,13,1,12,2020-09-08
PAOLI,13,0,11,2020-09-08
NEW CORDELL,13,0,10,2020-09-08
HELENA,12,0,8,2020-09-08
ACHILLE,12,0,9,2020-09-08
ARAPAHO,12,0,12,2020-09-08
WAUKOMIS,12,0,10,2020-09-08
SHADY POINT,12,0,10,2020-09-08
TIPTON,12,0,12,2020-09-08
PANAMA,12,1,9,2020-09-08
SPAVINAW,12,0,7,2020-09-08
ROFF,12,0,9,2020-09-08
CANEY,12,0,10,2020-09-08
