City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,23337,215,19033,2020-11-14
TULSA,16928,164,14774,2020-11-14
EDMOND,5422,32,4299,2020-11-14
NORMAN,5357,66,4470,2020-11-14
BROKEN ARROW,5140,51,4287,2020-11-14
OTHER***,3299,23,2748,2020-11-14
STILLWATER,2718,8,2371,2020-11-14
ENID,2708,33,2296,2020-11-14
YUKON,2630,9,2118,2020-11-14
LAWTON,2276,21,1750,2020-11-14
MOORE,1931,18,1563,2020-11-14
CLAREMORE,1892,49,1465,2020-11-14
SHAWNEE,1623,18,1397,2020-11-14
GUYMON,1617,11,1464,2020-11-14
OWASSO,1579,5,1294,2020-11-14
MUSKOGEE,1518,22,1118,2020-11-14
DURANT,1348,9,1022,2020-11-14
BARTLESVILLE,1302,38,1123,2020-11-14
TAHLEQUAH,1295,5,1035,2020-11-14
ALTUS,1277,19,1029,2020-11-14
MCALESTER,1139,19,980,2020-11-14
ADA,1136,6,787,2020-11-14
EL RENO,1132,8,935,2020-11-14
BIXBY,1132,5,943,2020-11-14
JENKS,1128,9,988,2020-11-14
CHICKASHA,947,12,808,2020-11-14
ARDMORE,943,10,743,2020-11-14
TAFT,938,2,757,2020-11-14
SAPULPA,913,16,760,2020-11-14
FORT SUPPLY,895,2,889,2020-11-14
SAND SPRINGS,878,7,696,2020-11-14
MIAMI,870,14,769,2020-11-14
PONCA CITY,862,13,690,2020-11-14
MUSTANG,839,4,692,2020-11-14
BROKEN BOW,733,25,630,2020-11-14
CHOCTAW,727,6,591,2020-11-14
DUNCAN,727,6,560,2020-11-14
BLANCHARD,726,3,567,2020-11-14
BETHANY,719,7,564,2020-11-14
CLINTON,691,2,561,2020-11-14
STILWELL,683,11,505,2020-11-14
IDABEL,651,10,506,2020-11-14
LEXINGTON,639,6,532,2020-11-14
VINITA,637,2,538,2020-11-14
COLLINSVILLE,634,3,484,2020-11-14
SALLISAW,614,4,509,2020-11-14
GLENPOOL,596,6,514,2020-11-14
GUTHRIE,589,0,505,2020-11-14
GROVE,588,20,486,2020-11-14
SEMINOLE,582,5,475,2020-11-14
POTEAU,579,6,489,2020-11-14
OKMULGEE,578,7,495,2020-11-14
ELK CITY,576,7,498,2020-11-14
WEATHERFORD,555,8,475,2020-11-14
SKIATOOK,544,8,455,2020-11-14
PURCELL,541,7,407,2020-11-14
COWETA,534,15,445,2020-11-14
HOMINY,526,2,501,2020-11-14
ANADARKO,525,10,425,2020-11-14
WOODWARD,506,3,361,2020-11-14
NEWCASTLE,487,4,400,2020-11-14
ATOKA,481,0,392,2020-11-14
MCLOUD,475,1,424,2020-11-14
TUTTLE,462,5,362,2020-11-14
HENRYETTA,461,7,374,2020-11-14
SAYRE,437,9,389,2020-11-14
PRYOR CREEK,410,9,322,2020-11-14
PAULS VALLEY,397,2,310,2020-11-14
HUGO,386,2,322,2020-11-14
TECUMSEH,386,1,334,2020-11-14
WAGONER,386,6,324,2020-11-14
JAY,384,2,317,2020-11-14
NOBLE,383,5,312,2020-11-14
CUSHING,367,3,301,2020-11-14
PIEDMONT,363,3,295,2020-11-14
MULDROW,346,3,296,2020-11-14
HARRAH,339,4,267,2020-11-14
BOLEY,338,7,272,2020-11-14
STIGLER,334,4,251,2020-11-14
MADILL,324,1,217,2020-11-14
HOLDENVILLE,324,4,285,2020-11-14
HEAVENER,305,7,279,2020-11-14
CHECOTAH,305,5,256,2020-11-14
EUFAULA,297,7,227,2020-11-14
SULPHUR,296,3,223,2020-11-14
KINGFISHER,295,1,256,2020-11-14
FORT GIBSON,289,5,205,2020-11-14
BRISTOW,289,9,238,2020-11-14
SPIRO,289,1,259,2020-11-14
WEWOKA,288,1,234,2020-11-14
MIDWEST CITY,269,8,212,2020-11-14
MARIETTA,266,0,199,2020-11-14
CALERA,265,1,213,2020-11-14
LOCUST GROVE,258,0,203,2020-11-14
LINDSAY,257,2,175,2020-11-14
ALVA,256,1,181,2020-11-14
WARR ACRES,249,1,207,2020-11-14
HINTON,244,0,218,2020-11-14
VIAN,241,3,189,2020-11-14
CATOOSA,232,2,191,2020-11-14
HENNESSEY,224,2,195,2020-11-14
AFTON,223,2,175,2020-11-14
OKEMAH,221,3,151,2020-11-14
CHANDLER,220,10,177,2020-11-14
PRAGUE,217,0,172,2020-11-14
SPENCER,216,2,167,2020-11-14
CHELSEA,213,3,184,2020-11-14
MARLOW,209,1,135,2020-11-14
MOUNDS,202,3,157,2020-11-14
TISHOMINGO,202,3,158,2020-11-14
SALINA,200,1,157,2020-11-14
NOWATA,200,3,167,2020-11-14
ANTLERS,198,6,166,2020-11-14
