City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,23997,215,19220,2020-11-15
TULSA,17231,164,14884,2020-11-15
EDMOND,5619,32,4384,2020-11-15
NORMAN,5442,66,4508,2020-11-15
BROKEN ARROW,5315,52,4335,2020-11-15
OTHER***,3364,23,2779,2020-11-15
STILLWATER,2797,8,2383,2020-11-15
ENID,2769,33,2319,2020-11-15
YUKON,2728,9,2157,2020-11-15
LAWTON,2338,21,1781,2020-11-15
MOORE,1981,18,1579,2020-11-15
CLAREMORE,1956,49,1487,2020-11-15
SHAWNEE,1651,18,1410,2020-11-15
GUYMON,1632,11,1479,2020-11-15
OWASSO,1624,5,1298,2020-11-15
MUSKOGEE,1546,22,1135,2020-11-15
DURANT,1383,9,1040,2020-11-15
BARTLESVILLE,1327,38,1135,2020-11-15
TAHLEQUAH,1319,5,1040,2020-11-15
ALTUS,1295,20,1037,2020-11-15
EL RENO,1172,8,946,2020-11-15
MCALESTER,1164,19,995,2020-11-15
ADA,1164,6,807,2020-11-15
BIXBY,1154,5,961,2020-11-15
JENKS,1146,9,995,2020-11-15
ARDMORE,970,10,758,2020-11-15
CHICKASHA,962,12,819,2020-11-15
SAPULPA,948,16,775,2020-11-15
TAFT,939,2,758,2020-11-15
SAND SPRINGS,909,7,707,2020-11-15
MUSTANG,898,4,704,2020-11-15
FORT SUPPLY,898,2,889,2020-11-15
MIAMI,892,14,775,2020-11-15
PONCA CITY,886,13,702,2020-11-15
DUNCAN,751,7,574,2020-11-15
BROKEN BOW,747,25,635,2020-11-15
BETHANY,747,7,575,2020-11-15
CHOCTAW,746,6,595,2020-11-15
BLANCHARD,743,3,577,2020-11-15
CLINTON,720,2,568,2020-11-15
STILWELL,703,11,507,2020-11-15
IDABEL,678,11,508,2020-11-15
COLLINSVILLE,658,3,493,2020-11-15
VINITA,650,2,541,2020-11-15
LEXINGTON,646,6,534,2020-11-15
GUTHRIE,618,0,510,2020-11-15
SALLISAW,616,4,514,2020-11-15
GLENPOOL,607,6,516,2020-11-15
GROVE,597,24,483,2020-11-15
POTEAU,590,6,491,2020-11-15
ELK CITY,588,7,505,2020-11-15
SEMINOLE,587,5,480,2020-11-15
OKMULGEE,585,7,498,2020-11-15
WEATHERFORD,567,8,486,2020-11-15
SKIATOOK,560,8,460,2020-11-15
PURCELL,558,7,421,2020-11-15
COWETA,551,15,448,2020-11-15
WOODWARD,534,3,367,2020-11-15
HOMINY,529,2,506,2020-11-15
ANADARKO,526,10,428,2020-11-15
ATOKA,507,0,399,2020-11-15
NEWCASTLE,501,4,404,2020-11-15
MCLOUD,479,1,424,2020-11-15
TUTTLE,477,5,377,2020-11-15
HENRYETTA,466,7,383,2020-11-15
SAYRE,445,9,394,2020-11-15
PRYOR CREEK,421,9,325,2020-11-15
PAULS VALLEY,412,2,322,2020-11-15
TECUMSEH,401,1,337,2020-11-15
NOBLE,391,5,314,2020-11-15
JAY,389,2,320,2020-11-15
HUGO,388,2,326,2020-11-15
WAGONER,387,6,325,2020-11-15
CUSHING,383,4,309,2020-11-15
PIEDMONT,375,3,299,2020-11-15
MULDROW,353,3,302,2020-11-15
BOLEY,346,7,279,2020-11-15
STIGLER,345,5,254,2020-11-15
MADILL,345,1,229,2020-11-15
HARRAH,342,4,271,2020-11-15
HOLDENVILLE,329,4,288,2020-11-15
CHECOTAH,312,5,257,2020-11-15
HEAVENER,307,8,279,2020-11-15
EUFAULA,305,7,230,2020-11-15
SULPHUR,304,3,227,2020-11-15
ALVA,301,1,182,2020-11-15
KINGFISHER,301,1,261,2020-11-15
BRISTOW,295,9,241,2020-11-15
SPIRO,294,1,264,2020-11-15
FORT GIBSON,293,5,206,2020-11-15
WEWOKA,291,1,237,2020-11-15
MARIETTA,289,0,204,2020-11-15
CALERA,271,1,216,2020-11-15
MIDWEST CITY,270,8,211,2020-11-15
LINDSAY,265,2,176,2020-11-15
LOCUST GROVE,262,0,204,2020-11-15
WARR ACRES,250,1,209,2020-11-15
HINTON,247,0,223,2020-11-15
VIAN,242,3,190,2020-11-15
CATOOSA,239,2,194,2020-11-15
AFTON,233,2,181,2020-11-15
HENNESSEY,229,2,196,2020-11-15
CHANDLER,229,10,181,2020-11-15
OKEMAH,225,3,152,2020-11-15
CHELSEA,222,3,186,2020-11-15
SPENCER,221,2,167,2020-11-15
PRAGUE,221,0,180,2020-11-15
MARLOW,217,1,143,2020-11-15
MOUNDS,212,3,158,2020-11-15
NOWATA,207,3,167,2020-11-15
SALINA,205,1,157,2020-11-15
ANTLERS,205,6,169,2020-11-15
TISHOMINGO,204,3,161,2020-11-15
CLEVELAND,198,3,163,2020-11-15
DEL CITY,198,0,158,2020-11-15
FAIRVIEW,197,0,133,2020-11-15
MEEKER,196,11,154,2020-11-15
SPERRY,194,2,159,2020-11-15
MANNFORD,186,4,145,2020-11-15
ELGIN,180,1,120,2020-11-15
WESTVILLE,180,2,138,2020-11-15
ROLAND,179,1,154,2020-11-15
WYNNEWOOD,179,1,117,2020-11-15
PAWHUSKA,177,2,123,2020-11-15
WASHINGTON,174,0,136,2020-11-15
CACHE,172,1,120,2020-11-15
PERKINS,171,3,135,2020-11-15
DEWEY,170,1,148,2020-11-15
INOLA,170,3,149,2020-11-15
MORRIS,169,0,136,2020-11-15
JONES,169,2,134,2020-11-15
FREDERICK,167,4,122,2020-11-15
KINGSTON,166,1,113,2020-11-15
HULBERT,163,2,112,2020-11-15
NICHOLS HILLS,162,0,137,2020-11-15
COALGATE,161,0,94,2020-11-15
POCOLA,157,3,138,2020-11-15
VALLIANT,156,3,138,2020-11-15
HOOKER,156,0,141,2020-11-15
PAWNEE,155,1,115,2020-11-15
OOLOGAH,154,1,135,2020-11-15
CHOUTEAU,154,6,126,2020-11-15
TALIHINA,152,6,127,2020-11-15
STRATFORD,152,0,103,2020-11-15
HASKELL,152,1,119,2020-11-15
MANGUM,150,8,119,2020-11-15
WISTER,150,1,131,2020-11-15
BEGGS,147,1,132,2020-11-15
BLACKWELL,140,3,94,2020-11-15
DAVIS,140,0,106,2020-11-15
COMANCHE,137,3,108,2020-11-15
COLCORD,133,1,106,2020-11-15
STROUD,132,0,111,2020-11-15
WILBURTON,132,1,107,2020-11-15
KANSAS,132,4,110,2020-11-15
GORE,130,3,98,2020-11-15
CADDO,130,0,97,2020-11-15
PERRY,130,1,95,2020-11-15
MEAD,128,1,82,2020-11-15
COMMERCE,126,2,114,2020-11-15
CARNEGIE,125,2,89,2020-11-15
WYANDOTTE,124,1,112,2020-11-15
APACHE,123,2,95,2020-11-15
BOKCHITO,123,1,80,2020-11-15
LUTHER,122,2,100,2020-11-15
HOWE,122,0,114,2020-11-15
COLBERT,117,5,92,2020-11-15
HOBART,116,3,95,2020-11-15
KONAWA,115,1,83,2020-11-15
WATONGA,115,0,85,2020-11-15
NEWKIRK,114,1,85,2020-11-15
FAIRLAND,113,1,101,2020-11-15
KEOTA,111,0,86,2020-11-15
WALTERS,110,1,85,2020-11-15
HAWORTH,107,2,85,2020-11-15
WRIGHT CITY,105,0,90,2020-11-15
BINGER,101,9,73,2020-11-15
KIEFER,99,0,83,2020-11-15
KELLYVILLE,99,2,83,2020-11-15
BARNSDALL,98,2,84,2020-11-15
MAYSVILLE,98,3,66,2020-11-15
HARTSHORNE,97,0,77,2020-11-15
TONKAWA,96,1,73,2020-11-15
GOODWELL,95,0,85,2020-11-15
MINCO,94,0,72,2020-11-15
OKARCHE,94,3,69,2020-11-15
QUAPAW,93,2,74,2020-11-15
LONE GROVE,92,1,74,2020-11-15
PADEN,91,0,79,2020-11-15
DRUMRIGHT,91,1,69,2020-11-15
ELMORE CITY,91,0,67,2020-11-15
TEXHOMA,90,0,86,2020-11-15
FORT COBB,89,0,82,2020-11-15
WARNER,88,0,66,2020-11-15
FLETCHER,88,1,60,2020-11-15
WAYNE,87,1,62,2020-11-15
HOLLIS,87,0,70,2020-11-15
BLAIR,87,0,66,2020-11-15
STONEWALL,87,1,51,2020-11-15
CAMERON,85,0,76,2020-11-15
PORTER,84,1,66,2020-11-15
WELLSTON,83,0,69,2020-11-15
ARCADIA,83,0,63,2020-11-15
PORUM,83,1,53,2020-11-15
WATTS,80,0,63,2020-11-15
RED ROCK,79,1,63,2020-11-15
TALALA,79,0,64,2020-11-15
